62224.70000000,1728123002000
62229.00000000,1728123003000
62229.00000000,1728123004000
62230.00000000,1728123005000
62230.00000000,1728123006000
62230.00000000,1728123007000
62230.00000000,1728123008000
62229.90000000,1728123009000
62230.00000000,1728123010001
62230.00000000,1728123011000
62230.00000000,1728123012000
62229.90000000,1728123013000
62316.40000000,1728487569001
62302.87405674,1728487572000
62309.19512057,1728487575001
62305.68056738,1728487578000
62305.59695035,1728487581000
62301.64673050,1728487584000
62291.15864539,1728487587000
60833.52662411,1728639165000
60833.42960284,1728639168000
60839.40000000,1728639171000
60841.70000000,1728639174000
60842.00000000,1728639177000
60842.00000000,1728639180000
60836.58743262,1728639183000
60834.05685987,1728639188000
60834.24217902,1728639189000
60834.35813646,1728639190000
60834.31488652,1728639191000
60834.31488652,1728639192000
60834.30999291,1728639193000
60834.30999291,1728639194000
60834.31488652,1728639195000
60834.30999291,1728639196001
60834.31821986,1728639197000
60834.31885816,1728639198000
60834.71524113,1728639199000
60834.80396454,1728639200000
60834.80396454,1728639201000
60834.79916312,1728639202000
60834.79916312,1728639203000
60834.79363121,1728639204000
60835.18426950,1728639205000
60835.41469504,1728639206000
60836.60000000,1728639207000
60836.60000000,1728639208000
60836.60000000,1728639209000
60827.50753191,1728639288000
60827.50753191,1728639289000
60827.25995035,1728639290000
60827.26122695,1728639291000
60827.26058865,1728639292001
60827.08250355,1728639293000
60827.08250355,1728639294000
60827.15281560,1728639295000
60827.15409220,1728639296000
60827.15345390,1728639297000
60827.15409220,1728639298000
60827.15345390,1728639299000
60827.16621986,1728639300000
60827.25972120,1728639301000
60827.26525312,1728639302000
60827.26461482,1728639303001
60827.26035950,1728639304000
60827.04397652,1728639305000
60826.88952482,1728639306000
60826.88952482,1728639307000
60826.88952482,1728639308000
60825.20000000,1728639309001
60825.10000000,1728639310000
62943.90000000,1728729408001
62943.90000000,1728729411000
62943.90000000,1728729414000
62943.80000000,1728729423000
62943.80000000,1728729424000
62943.80000000,1728729425000
62940.89617730,1728729426000
62940.89256028,1728729427000
62940.90319858,1728729428000
62940.90256028,1728729429000
62940.90101418,1728729430000
62941.04654610,1728729431001
62945.00000000,1728729432001
62948.00000000,1728729433000
62947.90000000,1728729434001
62947.90000000,1728729435000
62948.00000000,1728729436000
62948.00000000,1728729437001
62948.00000000,1728729438000
62947.90000000,1728729439000
62947.90000000,1728729440000
62948.00000000,1728729441000
62948.00000000,1728729442000
62947.90000000,1728729443000
62948.00000000,1728729444000
62948.00000000,1728729445000
62949.00000000,1728729446001
62948.90000000,1728729447000
62949.10000000,1728729448000
62949.10000000,1728729449001
62949.60000000,1728729450000
62951.70000000,1728729451000
62951.60000000,1728729452000
62951.70000000,1728729453000
62951.70000000,1728729454000
62951.70000000,1728729455000
62948.98232624,1728729456000
62948.92807092,1728729457000
62949.17845390,1728729458000
62949.17845390,1728729459000
62949.17845390,1728729460000
62949.24079433,1728729461000
62949.23590071,1728729462001
62949.39927660,1728729463001
62949.39927660,1728729464000
62949.74736170,1728729465000
62949.79675177,1728729470000
62949.79249645,1728729471000
62949.79249645,1728729472001
62949.98334752,1728729473000
62950.05037589,1728729474000
62950.04463121,1728729475000
62950.04463121,1728729476000
62950.23058865,1728729477000
62950.23122695,1728729478000
62950.23122695,1728729479000
62950.46843262,1728729480000
62950.47268794,1728729481000
62950.46204965,1728729482000
